status_id,permalink,post_type,video_repost_sharetext,created_time,date,sponsored,video_meme,series,category,format,reposted,original,repost,repost_order,times_repost,days_bet_repost
1769264743325558_1823831051202260,https://www.facebook.com/1769264743325558_1823831051202260,video,You won't believe how many med school acceptances she got!,17/04/2017 16:00,17/04/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1825286194390079,https://www.facebook.com/1769264743325558_1825286194390079,video,What's in my festival bag.,18/04/2017 16:00,18/04/2017,0,0,NA,Other,Square,0,1,0,,,
1769264743325558_1825827897669242,https://www.facebook.com/1769264743325558_1825827897669242,video,Why we love Jen_ny69,21/04/2017 16:00,21/04/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1826152690970096,https://www.facebook.com/1769264743325558_1826152690970096,video,Ever Wanted a T-shirt with Selena Quintanilla Wearing Rolos?,24/04/2017 16:00,24/04/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1822742057977826,https://www.facebook.com/1769264743325558_1822742057977826,video,Frida Kahlo // How Her Life Influenced Her Style,25/04/2017 16:00,25/04/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1829901780595187,https://www.facebook.com/1769264743325558_1829901780595187,video,This Trans Boricua's Voguing Is So On Point That Even Beyoncé Imitated Her Moves.,28/04/2017 11:00,28/04/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1829923820592983,https://www.facebook.com/1769264743325558_1829923820592983,video,Festival Inspired Summer Looks,1/05/2017 11:00,1/05/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1829924450592920,https://www.facebook.com/1769264743325558_1829924450592920,video,This Modeling Trio Is Taking The Fashion Industry By Storm,2/05/2017 11:00,2/05/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1833731143545584,https://www.facebook.com/1769264743325558_1833731143545584,video,"""You look like an ethereal princess mermaid.”",5/05/2017 11:03,5/05/2017,0,0,NA,Beauty & Fashion,Regular,0,1,0,,,
1769264743325558_1836313473287351,https://www.facebook.com/1769264743325558_1836313473287351,video,This Latina is the first transgender mariachi performer and she is killing it!,8/05/2017 20:01,8/05/2017,0,0,NA,Identities,Regular,0,1,0,,,
1769264743325558_1836602219925143,https://www.facebook.com/1769264743325558_1836602219925143,video,BFF's Choose Each Others Nails!,9/05/2017 11:01,9/05/2017,0,0,NA,Beauty & Fashion,Regular,0,1,0,,,
1769264743325558_1837669496485082,https://www.facebook.com/1769264743325558_1837669496485082,video,This is how we styled Mi Vida's clothes.,11/05/2017 16:01,11/05/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1838165106435521,https://www.facebook.com/1769264743325558_1838165106435521,video,Dulce Candy is Fierce!,13/05/2017 16:00,13/05/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1839690869616278,https://www.facebook.com/1769264743325558_1839690869616278,video,Have you ever heard of Bed Yoga?,15/05/2017 16:05,15/05/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1840439202874778,https://www.facebook.com/1769264743325558_1840439202874778,video,Graduation Caps Are The New Clap Back,17/05/2017 16:01,17/05/2017,0,0,NA,Latino Culture,Square,0,1,0,,,
1769264743325558_1841153496136682,https://www.facebook.com/1769264743325558_1841153496136682,video,"Inspired by María Félix and La Virgen de Guadalupe, Valentina is changing the drag world.",19/05/2017 16:01,19/05/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1840100099575355,https://www.facebook.com/1769264743325558_1840100099575355,video,Forever 21 copied this Latina's artwork and it'll make you angry.,22/05/2017 16:00,22/05/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1842668959318469,https://www.facebook.com/1769264743325558_1842668959318469,video,This Afro-Latina beauty guru is Fierce AF.,23/05/2017 16:00,23/05/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1844626599122705,https://www.facebook.com/1769264743325558_1844626599122705,video,Amanda Solis Is The Ultimate Selena Tribute Artist,26/05/2017 11:00,26/05/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1845713865680645,https://www.facebook.com/1769264743325558_1845713865680645,video,Selena for Sanctuary is a dance party that gives back to the undocumented community.,27/05/2017 16:00,27/05/2017,0,0,NA,Music,Square,0,1,0,,,
1769264743325558_1844860129099352,https://www.facebook.com/1769264743325558_1844860129099352,video,Get Summer ready with these Yoga basics!,29/05/2017 11:00,29/05/2017,0,0,NA,Sports,Square,0,1,0,,,
1769264743325558_1847500858835279,https://www.facebook.com/1769264743325558_1847500858835279,video,Share this Frida quote with a friend who needs some inspiration. :heart:,30/05/2017 16:43,30/05/2017,0,0,NA,Latino Culture,Square,0,1,0,,,
1769264743325558_1849186678666697,https://www.facebook.com/1769264743325558_1849186678666697,video,This photography exhibit shows the beauty of women of color with adornments.,3/06/2017 16:00,3/06/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1850636751855023,https://www.facebook.com/1769264743325558_1850636751855023,video,The way this Latina mom accepted her gay daughter will make you tear up.,5/06/2017 16:00,5/06/2017,0,0,NA,Identities,Regular,0,1,0,,,
1769264743325558_1851053311813367,https://www.facebook.com/1769264743325558_1851053311813367,video,A Love Letter To Latina Mothers. :purple_heart:,6/06/2017 16:00,6/06/2017,0,0,NA,Family & Friends,Square,0,1,0,,,
1769264743325558_1852108891707809,https://www.facebook.com/1769264743325558_1852108891707809,video,Would you try a Lemonade made by Vogue?,9/06/2017 11:00,9/06/2017,0,0,NA,Food & Beverages,Regular,0,1,0,,,
1769264743325558_1853219991596699,https://www.facebook.com/1769264743325558_1853219991596699,video,How would you style these Valfré pieces?,12/06/2017 11:00,12/06/2017,0,0,NA,Beauty & Fashion,Regular,0,1,0,,,
1769264743325558_1854190891499609,https://www.facebook.com/1769264743325558_1854190891499609,video,This Latina is designing clothes that honor her Bolivian roots!,13/06/2017 16:00,13/06/2017,0,0,NA,Identities,Regular,0,1,0,,,
1769264743325558_1856915517893813,https://www.facebook.com/1769264743325558_1856915517893813,video,What are some things that make YOU happy?,17/06/2017 11:00,17/06/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1855709114681120,https://www.facebook.com/1769264743325558_1855709114681120,video,Jackie Cruz and Diane Guerrero From Orange Is The New Black Are BFF Goals.,19/06/2017 16:00,19/06/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1856960051222693,https://www.facebook.com/1769264743325558_1856960051222693,video,Try these 3 DIY's for glowing goddess skin!,20/06/2017 11:00,20/06/2017,0,0,NA,DIY,Regular,0,1,0,,,
1769264743325558_1858774454374586,https://www.facebook.com/1769264743325558_1858774454374586,video,From Geeky to Glam! See Jenny Lorenzo get a Jen_ny69 makeover.,23/06/2017 16:00,23/06/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1858751931043505,https://www.facebook.com/1769264743325558_1858751931043505,video,Orange Is The New Blacks Dascha Polanco Knows Self Love,26/06/2017 11:00,26/06/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1860567550861943,https://www.facebook.com/1769264743325558_1860567550861943,video,"""I'm not gonna eat the popsicle, i'm just gonna look like I ate it""",27/06/2017 11:00,27/06/2017,0,0,NA,Food & Beverages,Regular,0,1,0,,,
1769264743325558_1861191427466222,https://www.facebook.com/1769264743325558_1861191427466222,video,"""Show them how powerful we are, and how smart we are!""",29/06/2017 11:00,29/06/2017,0,0,NA,Identities,Regular,0,1,0,,,
1769264743325558_1862224427362922,https://www.facebook.com/1769264743325558_1862224427362922,video,"Tell 'em, Dascha!",3/07/2017 16:00,3/07/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1862225810696117,https://www.facebook.com/1769264743325558_1862225810696117,video,Tag a friend with a beautiful personality <3,4/07/2017 16:00,4/07/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1866615826923782,https://www.facebook.com/1769264743325558_1866615826923782,video,Now who said I can’t do anything with these nails??,10/07/2017 16:00,10/07/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1866656360253062,https://www.facebook.com/1769264743325558_1866656360253062,video,Me on the first day of my diet.,11/07/2017 16:00,11/07/2017,0,0,NA,Food & Beverages,Square,0,1,0,,,
1769264743325558_1867641016821263,https://www.facebook.com/1769264743325558_1867641016821263,video,This is my life.,13/07/2017 16:00,13/07/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1868653496720015,https://www.facebook.com/1769264743325558_1868653496720015,video,6 Reasons Why We Love Adrienne Bailon Houghton,15/07/2017 16:00,15/07/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1868638523388179,https://www.facebook.com/1769264743325558_1868638523388179,video,If Flaca and Maritza created a makeup palette.,17/07/2017 16:00,17/07/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1870218099896888,https://www.facebook.com/1769264743325558_1870218099896888,video,Shout outs to our young queens that represent their culture. :hearts:(Special thanks to Danza Azteca Xochipilli),18/07/2017 11:00,18/07/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1871501163101915,https://www.facebook.com/1769264743325558_1871501163101915,video,These twins are the the ultimate fashion goals.,21/07/2017 16:00,21/07/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1872818066303558,https://www.facebook.com/1769264743325558_1872818066303558,video,"""I got to see how someone could work so hard and be invisible.""",24/07/2017 11:01,24/07/2017,0,0,NA,Identities,Regular,0,1,0,,,
1769264743325558_1872880002964031,https://www.facebook.com/1769264743325558_1872880002964031,video,Happy Birthday to the one and only J.Lo!,24/07/2017 14:00,24/07/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1874187972833234,https://www.facebook.com/1769264743325558_1874187972833234,video,Now I want to fringe EVERYTHING!,27/07/2017 16:00,27/07/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1874373802814651,https://www.facebook.com/1769264743325558_1874373802814651,video,What do you consider beautiful?,27/07/2017 20:00,27/07/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1874661916119173,https://www.facebook.com/1769264743325558_1874661916119173,video,This Chicana is taking over the Instagram page of a major art museum to show off Chicano art.,28/07/2017 11:00,28/07/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1875861542665877,https://www.facebook.com/1769264743325558_1875861542665877,video,Latinas try the Urban Decay Naked Heat Palette!,31/07/2017 16:00,31/07/2017,0,0,NA,Beauty & Fashion,Regular,0,1,0,,,
1769264743325558_1876154119303286,https://www.facebook.com/1769264743325558_1876154119303286,video,La La Anthony Is Unapologetically Proud Of Her Puerto Rican Heritage,1/08/2017 11:00,1/08/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1876925165892848,https://www.facebook.com/1769264743325558_1876925165892848,video,Princess Nokia went from foster care to selling out shows,4/08/2017 11:00,4/08/2017,0,0,NA,Music,Square,0,1,0,,,
1769264743325558_1877302385855126,https://www.facebook.com/1769264743325558_1877302385855126,video,Pharrell prodigy Bia is ready to take the rap world by storm!,5/08/2017 11:00,5/08/2017,0,0,NA,Music,Square,0,1,0,,,
1769264743325558_1878509399067758,https://www.facebook.com/1769264743325558_1878509399067758,video,My week is starting off worse than a quinceañera horror story.,7/08/2017 16:00,7/08/2017,0,1,NA,Family & Friends,Square,0,1,0,,,
1769264743325558_1879015165683848,https://www.facebook.com/1769264743325558_1879015165683848,video,"Kali Uchis x Cuco live from the mitú studio.

Songs: Tyrant & Nuestro Planeta",8/08/2017 16:17,8/08/2017,0,0,Live,Music,Regular,0,1,0,,,
1769264743325558_1879703042281727,https://www.facebook.com/1769264743325558_1879703042281727,video,These looks are bringing out my inner hood girl.,10/08/2017 10:00,10/08/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1880699198848778,https://www.facebook.com/1769264743325558_1880699198848778,video,"When a guy asks you to say something sexy in Spanish, try these tips from Adrienne Bailon!",12/08/2017 15:00,12/08/2017,0,0,NA,Sex & Relationships,Square,0,1,0,,,
1769264743325558_1882003332051698,https://www.facebook.com/1769264743325558_1882003332051698,video,Selena Quintanilla Pérez // How her life influenced her style,15/08/2017 10:00,15/08/2017,0,0,NA,Music,Square,0,1,0,,,
1769264743325558_1882539031998128,https://www.facebook.com/1769264743325558_1882539031998128,video,We interviewed celebs at the BeautyCon pink carpet.,17/08/2017 10:00,17/08/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1882805141971517,https://www.facebook.com/1769264743325558_1882805141971517,video,Proof that muscles aren't only for guys!,18/08/2017 15:00,18/08/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1882879418630756,https://www.facebook.com/1769264743325558_1882879418630756,video,"Becky G and her boo, Sebastian Lletget, are #relationshipgoals.",19/08/2017 15:00,19/08/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
1769264743325558_1883681465217218,https://www.facebook.com/1769264743325558_1883681465217218,video,"Stay strong, sisters <3",20/08/2017 15:00,20/08/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1884310615154303,https://www.facebook.com/1769264743325558_1884310615154303,video,Can this please be a real yoga class?,21/08/2017 15:00,21/08/2017,0,0,NA,Food & Beverages,Square,0,1,0,,,
1769264743325558_1885323708386327,https://www.facebook.com/1769264743325558_1885323708386327,video,Who will win this dollar store make-up challenge?,24/08/2017 15:02,24/08/2017,0,0,NA,Live,Regular,0,1,0,,,
1769264743325558_1886071581644873,https://www.facebook.com/1769264743325558_1886071581644873,video,Now waiting for all of the Kylie fans to hop on this new lip plump trend.,26/08/2017 15:00,26/08/2017,0,0,NA,Beauty & Fashion,Square,0,1,0,,,
1769264743325558_1886370928281605,https://www.facebook.com/1769264743325558_1886370928281605,video,For all the proud nalgonas <3,27/08/2017 15:00,27/08/2017,0,0,NA,Identities,Square,0,1,0,,,
1769264743325558_1886754864909878,https://www.facebook.com/1769264743325558_1886754864909878,video,Damaged Hair Transformation,28/08/2017 10:00,28/08/2017,0,0,NA,Beauty & Fashion,Regular,0,1,0,,,
1769264743325558_1887612981490733,https://www.facebook.com/1769264743325558_1887612981490733,video,When will these two ever learn?,30/08/2017 13:00,30/08/2017,0,0,NA,Celebrity & Gossip,Square,0,1,0,,,
