status_id,permalink,mitu_link,sharetext,post_type,category,date,sponsored,reposted,original,repost,repost_order,times_repost,days_bet_repost
1769264743325558_1837685766483455,https://www.facebook.com/1769264743325558_1837685766483455,https://wearemitu.com/fierce/check-out-how-these-latinas-are-clapping-back-with-the-designs-on-their-graduation-caps/,'I grind harder than a molcajete' is grad cap goals.,Link,Latino Culture,12/05/2017,0,0,1,0,,,
1769264743325558_1838171803101518,https://www.facebook.com/1769264743325558_1838171803101518,https://wearemitu.com/fierce/kate-spade-is-using-the-power-of-mariachi-in-their-latest-ad/,They gave this ad so much life.,Link,Beauty & Fashion,15/05/2017,0,0,1,0,,,
1769264743325558_1839651966286835,https://www.facebook.com/1769264743325558_1839651966286835,https://wearemitu.com/things-that-matter/award-winning-journalists-journey-through-latinx-depression-lead-to-powerful-documentary/,Nearly 41 percent of Latinas suffer from it.,Link,TV & Movies,15/05/2017,0,0,1,0,,,
1769264743325558_1840016679583697,https://www.facebook.com/1769264743325558_1840016679583697,https://wearemitu.com/fierce/this-is-why-commencement-means-the-world-to-your-family-if-youre-a-first-generation-college-grad/,All of this hits home.,Link,Family & Friends,16/05/2017,0,0,1,0,,,
1769264743325558_1840102432908455,https://www.facebook.com/1769264743325558_1840102432908455,https://wearemitu.com/fierce/ana-navarro-is-calling-out-the-gop-hypocrisy-with-a-single-tweet-talking-about-impeachment/,She and her followers are not holding back.,Link,News & Issues,16/05/2017,0,0,1,0,,,
1769264743325558_1840042792914419,https://www.facebook.com/1769264743325558_1840042792914419,https://wearemitu.com/fierce/this-latina-just-graduated-from-uc-berkeley-with-a-3-97-gpa-and-a-baby/,I am in awe of everything she overcame.,Link,Identities,17/05/2017,0,0,1,0,,,
1769264743325558_1840380592880639,https://www.facebook.com/1769264743325558_1840380592880639,https://wearemitu.com/fierce/jennifer-degollado-is-following-ramon-ayalas-footsteps-and-is-starting-to-become-la-reyna-del-acordeon/,She is the true definition of women empowerment in the music industry.,Link,Music,17/05/2017,0,0,1,0,,,
1769264743325558_1840765159508849,https://www.facebook.com/1769264743325558_1840765159508849,https://wearemitu.com/fierce/this-non-binary-mexican-americans-tweet-has-gone-viral-for-all-the-right-reasons/,You've just got to admire this level of confidence.,Link,Identities,18/05/2017,0,0,1,0,,,
1769264743325558_1840868769498488,https://www.facebook.com/1769264743325558_1840868769498488,https://wearemitu.com/fierce/despite-the-problematic-situations-ive-dealt-with-as-an-afro-latina-i-wouldnt-trade-being-salvadoran-and-black-for-anything-in-the-world/,"Most annoying question is: 'So like, what are you??'",Link,Family & Friends,19/05/2017,0,0,1,0,,,
1769264743325558_1843357949249570,https://www.facebook.com/1769264743325558_1843357949249570,https://wearemitu.com/things-that-matter/this-latina-notre-dame-grad-helped-lead-the-walkout-during-mike-pences-speech/,"Her parents were worried about her, but they realized it was important.",Link,Identities,23/05/2017,0,0,1,0,,,
1769264743325558_1843369059248459,https://www.facebook.com/1769264743325558_1843369059248459,https://wearemitu.com/finance/this-mexican-woman-ran-a-50-km-race-in-sandals-and-beat-the-odds/,"She ran ""without any of those gadgets used by the runners of today.""",Link,Identities,25/05/2017,0,0,1,0,,,
1769264743325558_1843716825880349,https://www.facebook.com/1769264743325558_1843716825880349,https://wearemitu.com/fierce/this-mexican-americans-makeup-skills-defy-the-laws-of-gravity/,You've never seen extra like this.,Link,Beauty & Fashion,25/05/2017,0,0,1,0,,,
1769264743325558_1844873982431300,https://www.facebook.com/1769264743325558_1844873982431300,https://wearemitu.com/fierce/9-cool-diy-projects-you-can-do-at-home/,How do people even think of making these things?!,Link,Identities,29/05/2017,0,0,1,0,,,
1769264743325558_1848645648720800,https://www.facebook.com/1769264743325558_1848645648720800,https://wearemitu.com/fierce/kate-del-castillo-opens-up-about-domestic-abuse-with-ex-husband-and-soccer-player-luis-garcia/,Because 'no one should be able to break us like that.',Link,Celebrity & Gossip,1/06/2017,0,0,1,0,,,
1769264743325558_1851691835082848,https://www.facebook.com/1769264743325558_1851691835082848,https://wearemitu.com/fierce/heres-why-afro-latina-artist-harmonia-rosales-painted-god-as-a-black-grandmother/,Her painting is beautiful for so many reasons.,Link,Identities,8/06/2017,0,0,1,0,,,
1769264743325558_1854754558109909,https://www.facebook.com/1769264743325558_1854754558109909,https://fierce.wearemitu.com/calladitas-no-more/dascha-polanco-was-told-to-hide-her-afro-latina-features-when-she-started-acting/,I need more confidence tips from her.,Link,Celebrity & Gossip,14/06/2017,0,0,1,0,,,
1769264743325558_1857483621170336,https://www.facebook.com/1769264743325558_1857483621170336,https://fierce.wearemitu.com/fierce-boss-ladies/this-vegan-mexicana-decided-to-start-her-own-food-business-to-share-vegan-mexican-food-with-the-world/,Her vegan pan dulce is slaying the competition.,Link,Identities,21/06/2017,0,0,1,0,,,
1769264743325558_1857479351170763,https://www.facebook.com/1769264743325558_1857479351170763,https://fierce.wearemitu.com/you-earned-it/months-before-getting-her-masters-this-latina-found-a-letter-from-her-father-that-will-make-you-cry/,"""To my parents, me being born here was already an advantage and they wanted me to use that to the fullest.""",Link,Identities,21/06/2017,0,0,1,0,,,
1769264743325558_1860260520892646,https://www.facebook.com/1769264743325558_1860260520892646,https://fierce.wearemitu.com/fierce/these-latinos-poured-their-hearts-in-letters-they-wrote-for-the-lgbtq-community-for-pride-month/,*holding back tears*,Link,Celebrity & Gossip,27/06/2017,0,0,1,0,,,
1769264743325558_1861008200817878,https://www.facebook.com/1769264743325558_1861008200817878,https://fierce.wearemitu.com/the-beatdown/how-i-coped-when-my-latino-family-flipped-out-when-i-cut-my-hair-short/,Cutting your hair short doesn't make you less feminine. :unamused:,Link,Family & Friends,28/06/2017,0,0,1,0,,,
1769264743325558_1861662560752442,https://www.facebook.com/1769264743325558_1861662560752442,https://fierce.wearemitu.com/identities/the-struggles-and-triumphs-of-having-naturally-curly-hair/,"Rule #1: You never, ever brush curly hair.",Link,Beauty & Fashion,29/06/2017,0,0,1,0,,,
1769264743325558_1864995530419145,https://www.facebook.com/1769264743325558_1864995530419145,https://fierce.wearemitu.com/el-amor/quiz-what-type-of-telenovela-kisser-are-you/,Happy International Kissing Day! xoxo,Link,TV & Movies,6/07/2017,0,0,1,0,,,
1769264743325558_1865020647083300,https://www.facebook.com/1769264743325558_1865020647083300,https://fierce.wearemitu.com/calladitas-no-more/la-la-anthony-has-been-an-unapologetic-afro-latina-in-hollywood-for-years-and-she-wants-hollywood-to-change-the-way-it-sees-latinas/,Is it just me or is it hard to believe that it's 2017 and we're still dealing with this?,Link,Identities,7/07/2017,0,0,1,0,,,
1769264743325558_1865288037056561,https://www.facebook.com/1769264743325558_1865288037056561,https://fierce.wearemitu.com/fierce-boss-ladies/afro-puerto-rican-rapper-princess-nokia-dropped-a-dope-video-for-her-song-g-o-a-t-and-her-story-will-amaze-you/,"""I'm the Black-A-Rican bruja straight out from the Yoruba.""",Link,Identities,7/07/2017,0,0,1,0,,,
1769264743325558_1865456080373090,https://www.facebook.com/1769264743325558_1865456080373090,https://fierce.wearemitu.com/the-beatdown/unofficial-uses-for-your-acrylic-nails-that-weve-all-done-at-least-once/,Piojito never felt better.,Link,Beauty & Fashion,10/07/2017,0,0,1,0,,,
1769264743325558_1867012860217412,https://www.facebook.com/1769264743325558_1867012860217412,https://fierce.wearemitu.com/fierce-boss-ladies/this-latinas-tamarindo-beer-won-vicelands-beerland-competition-and-its-inspired-by-her-abuela/,"""If I'm being honest, my first thought was, 'Holy s---.'""",Link,Identities,11/07/2017,0,0,1,0,,,
1769264743325558_1867042300214468,https://www.facebook.com/1769264743325558_1867042300214468,https://fierce.wearemitu.com/things-that-matter/kat-von-d-is-celebrating-10-years-of-sobriety-and-people-are-responding-by-sharing-their-struggles-with-substance-abuse/,This is why it's important that we talk about this.,Link,Celebrity & Gossip,11/07/2017,0,0,1,0,,,
1769264743325558_1870248406560524,https://www.facebook.com/1769264743325558_1870248406560524,https://fierce.wearemitu.com/the-beatdown/makeup-hacks-we-learned-from-abuelita-way-before-they-became-popular-on-instagram/,Who knew about the spoon trick?,Link,Beauty & Fashion,18/07/2017,0,0,1,0,,,
1769264743325558_1870773579841340,https://www.facebook.com/1769264743325558_1870773579841340,https://fierce.wearemitu.com/entertainment/once-upon-a-time-is-giving-us-a-latina-cinderella/,Yessss! I'm so excited for this!,Link,TV & Movies,19/07/2017,0,0,1,0,,,
1769264743325558_1871584956426869,https://www.facebook.com/1769264743325558_1871584956426869,https://fierce.wearemitu.com/calladitas-no-more/j-lo-is-making-waves-within-the-lgbtq-community-for-using-gender-neutral-pronouns-to-describe-a-loved-one/,It’s so important to have a Latino icon accept the LGBTQ+ community.,Link,Celebrity & Gossip,21/07/2017,0,0,1,0,,,
1769264743325558_1875412136044151,https://www.facebook.com/1769264743325558_1875412136044151,https://fierce.wearemitu.com/fierce-boss-ladies/becky-g-is-reminded-of-her-childhood-and-opens-up-about-one-of-the-hardest-moments-in-her-life/,Love this - keep hustling Becky G!,Link,Celebrity & Gossip,31/07/2017,0,0,1,0,,,
1769264743325558_1875907242661307,https://www.facebook.com/1769264743325558_1875907242661307,https://fierce.wearemitu.com/el-amor/the-bachelorette-got-a-harsh-lesson-in-meeting-a-latina-suegra/,You'll never be good enough for her little angelito.,Link,TV & Movies,31/07/2017,0,0,1,0,,,
1769264743325558_1876923832559648,https://www.facebook.com/1769264743325558_1876923832559648,https://fierce.wearemitu.com/entertainment/new-google-doodle-is-in-honor-of-the-great-actor-dolores-del-rio/,I'm loving this so much!,Link,Identities,3/08/2017,0,0,1,0,,,
1769264743325558_1878539849064713,https://www.facebook.com/1769264743325558_1878539849064713,https://fierce.wearemitu.com/the-beatdown/struggles-of-trying-to-rock-the-latina-red-lipstick-or-any-lipstick-for-that-matter/,Share your hacks in the comments! (Asking for a friend),Link,Beauty & Fashion,7/08/2017,0,0,1,0,,,
1769264743325558_1878637882388243,https://www.facebook.com/1769264743325558_1878637882388243,https://fierce.wearemitu.com/calladitas-no-more/its-time-movies-and-tv-show-us-that-female-latina-friendships-are-as-important-as-our-romantic-relationships/,"Girls, it ain't easy, but it's easier when you've got your friends",Link,TV & Movies,7/08/2017,0,0,1,0,,,
1769264743325558_1878870642364967,https://www.facebook.com/1769264743325558_1878870642364967,https://fierce.wearemitu.com/el-amor/stages-of-a-breakup-as-sung-by-la-india/,Her lyrics do not hold back.,Link,Music,8/08/2017,0,0,1,0,,,
1769264743325558_1879064779012220,https://www.facebook.com/1769264743325558_1879064779012220,https://fierce.wearemitu.com/entertainment/fans-arent-happy-with-the-bachelorette-choosing-fake-latin-lover-bryan/,Bryan got the final :rose: and everyone's throwing shade,Link,TV & Movies,8/08/2017,0,0,1,0,,,
1769264743325558_1879334948985203,https://www.facebook.com/1769264743325558_1879334948985203,https://fierce.wearemitu.com/calladitas-no-more/watch-a-latinas-powerful-anti-street-harassment-video-come-to-life-in-this-beautiful-choreographed-video/,Her words are sooooo good!,Link,Identities,9/08/2017,0,0,1,0,,,
1769264743325558_1879456958973002,https://www.facebook.com/1769264743325558_1879456958973002,https://fierce.wearemitu.com/entertainment/mi-vida-locas-sad-girl-and-mousie-are-still-besties-after-25-years/,Homegirls por vida!,Link,TV & Movies,9/08/2017,0,0,1,0,,,
1769264743325558_1879436955641669,https://www.facebook.com/1769264743325558_1879436955641669,https://fierce.wearemitu.com/politics/new-comic-book-teaches-children-how-to-deal-with-the-fears-of-deportation/,A great read for children and parents living in fear.,Link,News & Issues,10/08/2017,0,0,1,0,,,
1769264743325558_1879723482279683,https://www.facebook.com/1769264743325558_1879723482279683,https://wearemitu.com/fierce/how-palantelatinx-is-keeping-the-community-informed-of-social-justice-actions/,This makes me want to join all these events.,Link,News & Issues,10/08/2017,0,0,1,0,,,
1769264743325558_1880226315562733,https://www.facebook.com/1769264743325558_1880226315562733,https://fierce.wearemitu.com/everyday-runway/these-9-latina-designers-will-make-you-want-to-max-out-your-credit-card/,Uh can I get one of each plz? Thx.,Link,Beauty & Fashion,11/08/2017,0,0,1,0,,,
1769264743325558_1880587542193277,https://www.facebook.com/1769264743325558_1880587542193277,https://fierce.wearemitu.com/fierce-boss-ladies/these-frida-kahlo-inspired-crowns-will-bring-out-the-queen-in-you/,Because who doesn't feel more confident when wearing a crown?,Link,Beauty & Fashion,13/08/2017,0,0,1,0,,,
1769264743325558_1881310505454314,https://www.facebook.com/1769264743325558_1881310505454314,https://fierce.wearemitu.com/fierce-boss-ladies/these-two-chilean-women-are-leaving-a-mark-on-the-animation-world-with-heres-the-plan/,They're breaking barriers.,Link,TV & Movies,13/08/2017,0,0,1,0,,,
1769264743325558_1881708935414471,https://www.facebook.com/1769264743325558_1881708935414471,https://fierce.wearemitu.com/el-amor/thoughts-you-have-when-you-introduce-your-non-latino-partner-to-your-family/,My nerves were through the roof.,Link,Sex & Relationships,16/08/2017,0,0,1,0,,,
1769264743325558_1882160732035958,https://www.facebook.com/1769264743325558_1882160732035958,https://fierce.wearemitu.com/calladitas-no-more/becky-g-claps-back-to-this-radio-host-who-tries-to-tell-her-that-women-should-not-express-themselves-sexually-in-their-music/,"So if a guy has sexual double meanings in his lyrics it's okay? Ummm, no.",Link,Celebrity & Gossip,16/08/2017,0,0,1,0,,,
1769264743325558_1882515165333848,https://www.facebook.com/1769264743325558_1882515165333848,https://fierce.wearemitu.com/fierce-boss-ladies/a-university-in-mexico-offers-a-program-to-teach-indigenous-women-tech-skills-to-succeed-in-the-21st-century/,"""If I can do it, other women can too.""",Link,Identities,17/08/2017,0,0,1,0,,,
1769264743325558_1883059031946128,https://www.facebook.com/1769264743325558_1883059031946128,https://fierce.wearemitu.com/fierce-boss-ladies/book-on-chicana-activists-honors-the-women-history-has-ignored/,"They paved they way, and it's time they're recognized.",Link,Latino Culture,18/08/2017,0,0,1,0,,,
1769264743325558_1881735008745197,https://www.facebook.com/1769264743325558_1881735008745197,https://fierce.wearemitu.com/calladitas-no-more/heres-how-kali-uchis-became-an-accidental-feminist-icon-in-music/,Her music in empowering because she had to empower herself.,Link,Identities,18/08/2017,0,0,1,0,,,
1769264743325558_1883224905262874,https://www.facebook.com/1769264743325558_1883224905262874,https://fierce.wearemitu.com/fierce-boss-ladies/puerto-rican-rapper-nitty-scotts-latest-album-is-an-ode-to-afro-latinas/,It’s like she wrote it for me.,Link,Music,19/08/2017,0,0,1,0,,,
1769264743325558_1883462135239151,https://www.facebook.com/1769264743325558_1883462135239151,https://fierce.wearemitu.com/fierce-boss-ladies/portlands-liberation-barbell-is-the-inclusive-diet-free-mirror-free-gym-people-have-been-wanting/,Do u even lift in an inclusive space?,Link,News & Issues,19/08/2017,0,0,1,0,,,
1769264743325558_1883879448530753,https://www.facebook.com/1769264743325558_1883879448530753,https://fierce.wearemitu.com/things-that-matter/this-latina-was-so-impacted-by-women-struggling-around-the-world-so-she-started-a-non-profit-to-help/,Traveling to help sex trafficking? Sign me up!,Link,Identities,20/08/2017,0,0,1,0,,,
1769264743325558_1883835055201859,https://www.facebook.com/1769264743325558_1883835055201859,https://fierce.wearemitu.com/calladitas-no-more/these-photos-put-the-curvy-latina-stereotype-to-rest-once-and-for-all/,For the longest I thought I was the only one who felt this way.,Link,Beauty & Fashion,21/08/2017,0,0,1,0,,,
1769264743325558_1884321415153223,https://www.facebook.com/1769264743325558_1884321415153223,https://fierce.wearemitu.com/calladitas-no-more/latina-activist-carmen-perez-responds-to-trumps-comments-on-charlottesville/,"""I expect more from you.""",Link,Citizenship & Politics,21/08/2017,0,0,1,0,,,
1769264743325558_1884674431784588,https://www.facebook.com/1769264743325558_1884674431784588,https://fierce.wearemitu.com/calladitas-no-more/carmen-carrera-and-spotify-are-continuing-her-fight-for-lgbtq-acceptance-and-inclusion/,"“Humans, for the most part, don’t look to discriminate.”",Link,Celebrity & Gossip,22/08/2017,0,0,1,0,,,
1769264743325558_1884937408424957,https://www.facebook.com/1769264743325558_1884937408424957,https://fierce.wearemitu.com/decor-get-inspired/binational-artist-panca-creates-colorful-monsters-on-both-sides-of-the-border/,She literally puts her life on the line for her art and it’s worth it.,Link,Identities,23/08/2017,0,0,1,0,,,
1769264743325558_1884973245088040,https://www.facebook.com/1769264743325558_1884973245088040,https://fierce.wearemitu.com/identities/7-things-you-should-never-say-to-an-asexual-latina/,I am not defined by my sexuality.,Link,Sex & Relationships,23/08/2017,0,0,1,0,,,
1769264743325558_1885321911719840,https://www.facebook.com/1769264743325558_1885321911719840,https://fierce.wearemitu.com/fierce-boss-ladies/7-woke-girl-squads-of-color-that-need-to-be-on-your-radar/,More of this pleeease!,Link,Identities,25/08/2017,0,0,1,0,,,
1769264743325558_1885714665013898,https://www.facebook.com/1769264743325558_1885714665013898,https://fierce.wearemitu.com/things-that-matter/chile-just-approved-abortion-in-some-cases-but-these-latin-american-countries-still-have-strict-laws/,It'll be interesting to see if Chile's decision creates a domino effect in Latin America.,Link,Citizenship & Politics,25/08/2017,0,0,1,0,,,
1769264743325558_1887371774848187,https://www.facebook.com/1769264743325558_1887371774848187,https://fierce.wearemitu.com/the-beatdown/if-you-still-cant-get-your-fierce-cat-eyeliner-down-this-ones-for-you/,I can't be the only one struggling out there.,Link,Beauty & Fashion,30/08/2017,0,0,1,0,,,
1769264743325558_1887366284848736,https://www.facebook.com/1769264743325558_1887366284848736,https://fierce.wearemitu.com/entertainment/9-latina-edm-artists-need-end-summer-playlist/,I'm hooked.,Link,Music,30/08/2017,0,0,1,0,,,
