status_id,permalink,created_time,share_text,image_text_py,image_text_ms,ms_cv_caption,clarifai_tags,clarifai_tags_prob,reposted,original,repost,repost_order,times_repost,days_bet_repost
1769264743325558_1837152173203481,https://www.facebook.com/1769264743325558_1837152173203481,10/05/2017 14:00,"All those regañadas worked. Thank you, mami. :heartpulse:","Happy
Mother's Day!
Thank you for all the regañadas that
helped shape me into the strong,
fearless woman I am today.
Te amo, mamá.","Happy
Mother's Day!
Thank you for all the regañadas that
helped shape me into the strong,
fearless woman I am today.
Te amo, mamá.",a close up of a flower,"flower,decoration,card,text,desktop,celebration,picture frame,illustration,birthday,greeting,gift,invitation,floral,bill,design,template,margin,love,anniversary,graphic","0.9935308,0.99045056,0.98983717,0.9889903,0.9883032,0.98534435,0.98464584,0.98172903,0.9804425,0.9774291,0.97644705,0.9747362,0.9730866,0.9689371,0.9596953,0.95959246,0.95666134,0.95575845,0.9469285,0.9414005",0,1,0,,,
1769264743325558_1837610936490938,https://www.facebook.com/1769264743325558_1837610936490938,11/05/2017 20:00,Me when I find good lighting.,"me: I don't like taking selfies
also me:
Don't forget to smize.","me: I don't like taking selfies
also me:
Don't forget to smize.",Diane Guerrero et al. posing for the camera,"people,indoors,friendship,horizontal,adult,woman,togetherness,portrait,happiness,man,adolescent,sitting,cheerful,vertical,headshot,bonding,exhilaration,couple,enjoyment,content","0.99002504,0.9820654,0.98137134,0.9802732,0.97985876,0.9758285,0.9737052,0.97262526,0.9595617,0.95937026,0.9388301,0.933156,0.93000615,0.9242096,0.91861784,0.8989412,0.8904434,0.8726332,0.87086,0.85597956",0,1,0,,,
1769264743325558_1837613986490633,https://www.facebook.com/1769264743325558_1837613986490633,11/05/2017 23:00,Latinas are so extra lol.,"friend: we're just going to
a little dinner, dress casual
me:","friend: we're just going to
a little dinner, dress casual
me:",a screen shot of a woman,"woman,people,Christmas,love,adult,celebration,gift,horizontal,portrait,man,surprise,fashion,dancing,romance,indoors,performance,wear,winter,couple,dancer","0.9732492,0.9649161,0.9625519,0.96023977,0.9579004,0.94787586,0.9449494,0.9335358,0.9154829,0.90886116,0.90004754,0.89867437,0.8870005,0.8853668,0.8814106,0.88039225,0.8701509,0.86093307,0.85136974,0.84535134",0,1,0,,,
1769264743325558_1838118709773494,https://www.facebook.com/1769264743325558_1838118709773494,13/05/2017 0:00,Why I will never block them.,"me after my tías comment
'qué bonita princesa!' on my
facebook photos
I feel like I am the undiscovered supermodel.","me after my tías comment
'qué bonita princesa!' on my
facebook photos
I feel like I am the undiscovered supermodel.",a little girl smiling at the camera,"people,portrait,adult,woman,horizontal,headshot,child,vertical,headscarf,identity,happiness,indoors,cheerful,adolescent,man,serious,communication,contemplation,headwear,wear","0.9947305,0.9934653,0.9832507,0.9705199,0.96844864,0.9651797,0.95440745,0.9224357,0.9161222,0.8910885,0.88853085,0.87976444,0.8494376,0.84399974,0.8437525,0.83641,0.82980657,0.8214488,0.81771207,0.78326637",0,1,0,,,
1769264743325558_1839193942999304,https://www.facebook.com/1769264743325558_1839193942999304,14/05/2017 13:03,Do I look like a mom?,"when you go out on
mother's day and the waiter
says feliz día de las madres","when you go out on
mother's day and the waiter
says feliz día de las madres",person sitting at a table in front of a window,"woman,indoors,adult,people,technology,sit,computer,connection,relaxation,horizontal,business,education,window,internet,facial expression,laptop,one,room,portrait,sitting","0.9858004,0.9755075,0.96604896,0.9654393,0.9337858,0.92328924,0.92324436,0.90343237,0.8971899,0.8968629,0.8884357,0.88357854,0.8829495,0.8788327,0.8730671,0.8687533,0.8571441,0.849329,0.8419567,0.8379417",0,1,0,,,
1769264743325558_1839198292998869,https://www.facebook.com/1769264743325558_1839198292998869,14/05/2017 14:00,May you all be treated like queens today and always.,"To all the mamas, hermanas, tías,
madrinas y abuelitas who taught
us how to be the strong women
we are today, we salute you and
praise you to the fullest.","To all the mamas, hermanas, tías,
madrinas y abuelitas who taught
us how to be the strong women
we are today, we salute you and
praise you to the fullest.",a close up of pink flowers,"desktop,decoration,design,flower,card,vector,ornate,picture frame,Easter,floral,illustration,no person,love,text,nature,invitation,wallpaper,pattern,bright,template","0.9857352,0.9791287,0.97851586,0.9776511,0.97646046,0.97464657,0.97022706,0.9697312,0.96952426,0.96617544,0.9646596,0.961353,0.96127677,0.9487361,0.9477352,0.935148,0.9324093,0.93132234,0.9281784,0.9188739",0,1,0,,,
1769264743325558_1838634869721878,https://www.facebook.com/1769264743325558_1838634869721878,15/05/2017 11:00,Walter Mercado can't even tell me.,"when my tía asks
y para cuándo el novio?
I don't know, I'm not psychic!","when my tía asks
y para cuándo el novio?
I don't know, I'm not psychic!",a man and a woman taking a selfie,"people,man,adult,portrait,horizontal,woman,lid,togetherness,headshot,indoors,friendship,communication,happiness,competition,headwear,music,side view,cheerful,couple,wear","0.9885739,0.9809281,0.97956526,0.9745055,0.97136784,0.95077324,0.92926764,0.9072534,0.887624,0.87893987,0.8780026,0.87038934,0.8679528,0.85749686,0.8548148,0.8394436,0.83759356,0.7996221,0.7878261,0.77982366",0,1,0,,,
1769264743325558_1838634649721900,https://www.facebook.com/1769264743325558_1838634649721900,15/05/2017 15:00,This is my casual look.,"when my friends tell me
to dress casual","when my friends tell me
to dress casual",a woman holding a camera,"horizontal,people,woman,indoors,adult,sit,fun,technology,family,cheerful,enjoyment,happiness,cute,adolescent,child,relaxation,connection,portrait,fashion,young","0.99011105,0.986339,0.9817451,0.97103834,0.95850754,0.9402257,0.9264958,0.9026772,0.8917632,0.88681656,0.88489795,0.8799249,0.8787756,0.878163,0.8746476,0.869963,0.8697225,0.86120355,0.85294735,0.8361068",0,1,0,,,
1769264743325558_1848652455386786,https://www.facebook.com/1769264743325558_1848652455386786,4/06/2017,Happy National Cheese Day!,"I like my men like I like
my arepas 
hot, cheesy and only for me.","I like my men like I like
my arepas 
hot, cheesy and only for me.",a close up of a map,"illustration,vector,card,art,sketch,graphic,desktop,vectors,no person,design,paper,bill,retro,text,banner,disjunct,fun,isolated,visuals,cute","0.9952436,0.9898685,0.9554547,0.9316844,0.9278792,0.9223907,0.91479456,0.9123987,0.91188085,0.9108592,0.8830059,0.8815179,0.8680141,0.8595564,0.8584186,0.85547674,0.8495115,0.84211975,0.8408048,0.8317512",0,1,0,,,
1769264743325558_1857353294516702,https://www.facebook.com/1769264743325558_1857353294516702,21/06/2017 11:00,Only when the lighting is right.,"me: I don't really like taking selfies
also me:","me: I don't really like taking selfies
also me:",person standing in front of a crowd,"people,audience,adult,woman,crowd,sports fan,performance,indoors,man,concert,exhibition,festival,event,movie,horizontal,group,meeting,city,many,music","0.9874407,0.9859723,0.9766716,0.9731451,0.9694196,0.9436091,0.93591404,0.9333004,0.93265116,0.91160834,0.9050342,0.9045678,0.8871452,0.8832864,0.8738379,0.87075335,0.84448767,0.8429438,0.842201,0.8363588",0,1,0,,,
